danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.649,0.505,7,-6.329,1,0.0262,0.0821,0.00013,0.107,0.415,122.159,audio_features,1eaqts48eE3G24g9dNXBJD,spotify:track:1eaqts48eE3G24g9dNXBJD,https://api.spotify.com/v1/tracks/1eaqts48eE3G24g9dNXBJD,https://api.spotify.com/v1/audio-analysis/1eaqts48eE3G24g9dNXBJD,240520,4
0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,audio_features,27gevUcC7Y0OK6PCXk9onf,spotify:track:27gevUcC7Y0OK6PCXk9onf,https://api.spotify.com/v1/tracks/27gevUcC7Y0OK6PCXk9onf,https://api.spotify.com/v1/audio-analysis/27gevUcC7Y0OK6PCXk9onf,179640,4
0.698,0.442,9,-12.959,0,0.0889,0.276,4.25e-06,0.104,0.791,89.596,audio_features,2qQusZC1YyZSLzhkffY9IG,spotify:track:2qQusZC1YyZSLzhkffY9IG,https://api.spotify.com/v1/tracks/2qQusZC1YyZSLzhkffY9IG,https://api.spotify.com/v1/audio-analysis/2qQusZC1YyZSLzhkffY9IG,210427,4
0.589,0.881,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.916,audio_features,0j03zvb1oJ0CG88jrwae7u,spotify:track:0j03zvb1oJ0CG88jrwae7u,https://api.spotify.com/v1/tracks/0j03zvb1oJ0CG88jrwae7u,https://api.spotify.com/v1/audio-analysis/0j03zvb1oJ0CG88jrwae7u,197253,4
0.912,0.42,2,-8.873,0,0.302,0.0908,0.0,0.143,0.16,139.98,audio_features,1Pr7I9MYFSH7jpx9i12VVE,spotify:track:1Pr7I9MYFSH7jpx9i12VVE,https://api.spotify.com/v1/tracks/1Pr7I9MYFSH7jpx9i12VVE,https://api.spotify.com/v1/audio-analysis/1Pr7I9MYFSH7jpx9i12VVE,184628,4
0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,3RbhB5etdeNWYPfI6kAXfA,spotify:track:3RbhB5etdeNWYPfI6kAXfA,https://api.spotify.com/v1/tracks/3RbhB5etdeNWYPfI6kAXfA,https://api.spotify.com/v1/audio-analysis/3RbhB5etdeNWYPfI6kAXfA,211413,4
0.636,0.699,8,-9.303,1,0.0343,0.239,0.867,0.113,0.378,124.98,audio_features,7JCs0CGyFeFB3ht8IVVpHx,spotify:track:7JCs0CGyFeFB3ht8IVVpHx,https://api.spotify.com/v1/tracks/7JCs0CGyFeFB3ht8IVVpHx,https://api.spotify.com/v1/audio-analysis/7JCs0CGyFeFB3ht8IVVpHx,314650,4
0.523,0.666,7,-4.081,0,0.0328,0.401,0.0,0.0726,0.562,78.076,audio_features,6YDIMlRil5iuHsW58jUVXZ,spotify:track:6YDIMlRil5iuHsW58jUVXZ,https://api.spotify.com/v1/tracks/6YDIMlRil5iuHsW58jUVXZ,https://api.spotify.com/v1/audio-analysis/6YDIMlRil5iuHsW58jUVXZ,194760,4
0.64,0.6,11,-8.534,1,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,audio_features,7LrZ3SczM7zlUkVlhevPp2,spotify:track:7LrZ3SczM7zlUkVlhevPp2,https://api.spotify.com/v1/tracks/7LrZ3SczM7zlUkVlhevPp2,https://api.spotify.com/v1/audio-analysis/7LrZ3SczM7zlUkVlhevPp2,172227,4
0.62,0.507,1,-5.891,1,0.0307,0.111,0.0,0.101,0.266,120.065,audio_features,5jC6LjCv5Z0enfo5ljuS1h,spotify:track:5jC6LjCv5Z0enfo5ljuS1h,https://api.spotify.com/v1/tracks/5jC6LjCv5Z0enfo5ljuS1h,https://api.spotify.com/v1/audio-analysis/5jC6LjCv5Z0enfo5ljuS1h,239347,4
0.398,0.562,9,-5.298,1,0.0362,0.434,0.0,0.126,0.286,84.654,audio_features,5CcDSmMYagNnXhwoG7YLwT,spotify:track:5CcDSmMYagNnXhwoG7YLwT,https://api.spotify.com/v1/tracks/5CcDSmMYagNnXhwoG7YLwT,https://api.spotify.com/v1/audio-analysis/5CcDSmMYagNnXhwoG7YLwT,201027,4
0.563,0.576,6,-6.495,1,0.0401,0.171,0.0,0.158,0.412,75.019,audio_features,36uTCYgGFqLvwNwON5AKjp,spotify:track:36uTCYgGFqLvwNwON5AKjp,https://api.spotify.com/v1/tracks/36uTCYgGFqLvwNwON5AKjp,https://api.spotify.com/v1/audio-analysis/36uTCYgGFqLvwNwON5AKjp,211605,4
0.61,0.539,1,-6.461,0,0.0555,0.00339,0.0,0.257,0.48,161.143,audio_features,4QYPNHA2gzKejeR7Ld0baq,spotify:track:4QYPNHA2gzKejeR7Ld0baq,https://api.spotify.com/v1/tracks/4QYPNHA2gzKejeR7Ld0baq,https://api.spotify.com/v1/audio-analysis/4QYPNHA2gzKejeR7Ld0baq,168463,4
0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,audio_features,5IilAEQivTGedDaTxojzMJ,spotify:track:5IilAEQivTGedDaTxojzMJ,https://api.spotify.com/v1/tracks/5IilAEQivTGedDaTxojzMJ,https://api.spotify.com/v1/audio-analysis/5IilAEQivTGedDaTxojzMJ,175238,4
0.407,0.938,6,-3.329,0,0.129,0.00244,1.71e-06,0.198,0.722,82.947,audio_features,2VLXWFJpLcQvAXf4xLgilI,spotify:track:2VLXWFJpLcQvAXf4xLgilI,https://api.spotify.com/v1/tracks/2VLXWFJpLcQvAXf4xLgilI,https://api.spotify.com/v1/audio-analysis/2VLXWFJpLcQvAXf4xLgilI,191747,4
0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,7GbZmM4Pa4mMAyabFaPBnq,spotify:track:7GbZmM4Pa4mMAyabFaPBnq,https://api.spotify.com/v1/tracks/7GbZmM4Pa4mMAyabFaPBnq,https://api.spotify.com/v1/audio-analysis/7GbZmM4Pa4mMAyabFaPBnq,211413,4
0.738,0.718,1,-5.777,0,0.0414,0.163,0.0,0.207,0.685,125.047,audio_features,4VVvKg5swvHf34JI7uwL2L,spotify:track:4VVvKg5swvHf34JI7uwL2L,https://api.spotify.com/v1/tracks/4VVvKg5swvHf34JI7uwL2L,https://api.spotify.com/v1/audio-analysis/4VVvKg5swvHf34JI7uwL2L,172133,4
0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,5QWsT3ewsHNE71XVwczfQc,spotify:track:5QWsT3ewsHNE71XVwczfQc,https://api.spotify.com/v1/tracks/5QWsT3ewsHNE71XVwczfQc,https://api.spotify.com/v1/audio-analysis/5QWsT3ewsHNE71XVwczfQc,225560,4
0.743,0.513,6,-5.927,0,0.0392,0.00515,0.0,0.176,0.347,137.951,audio_features,1Q10VEXBII735DvNYQgEFg,spotify:track:1Q10VEXBII735DvNYQgEFg,https://api.spotify.com/v1/tracks/1Q10VEXBII735DvNYQgEFg,https://api.spotify.com/v1/audio-analysis/1Q10VEXBII735DvNYQgEFg,214843,4
0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,4LFDkJBlXxjYrgNvzCHDcO,spotify:track:4LFDkJBlXxjYrgNvzCHDcO,https://api.spotify.com/v1/tracks/4LFDkJBlXxjYrgNvzCHDcO,https://api.spotify.com/v1/audio-analysis/4LFDkJBlXxjYrgNvzCHDcO,211413,4
0.407,0.818,0,-5.755,1,0.176,0.411,0.0,0.232,0.611,87.211,audio_features,5vELSiqWSrJTOLuj4lTiPS,spotify:track:5vELSiqWSrJTOLuj4lTiPS,https://api.spotify.com/v1/tracks/5vELSiqWSrJTOLuj4lTiPS,https://api.spotify.com/v1/audio-analysis/5vELSiqWSrJTOLuj4lTiPS,192954,4
0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,5ioQkSZRKn4U1XDge1nUEt,spotify:track:5ioQkSZRKn4U1XDge1nUEt,https://api.spotify.com/v1/tracks/5ioQkSZRKn4U1XDge1nUEt,https://api.spotify.com/v1/audio-analysis/5ioQkSZRKn4U1XDge1nUEt,189780,4
0.674,0.748,10,-6.257,1,0.0281,0.0325,0.0,0.42,0.637,128.93,audio_features,22FmhVuD9a7pk77AegyJPZ,spotify:track:22FmhVuD9a7pk77AegyJPZ,https://api.spotify.com/v1/tracks/22FmhVuD9a7pk77AegyJPZ,https://api.spotify.com/v1/audio-analysis/22FmhVuD9a7pk77AegyJPZ,244875,4
0.52,0.751,5,-5.064,1,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,audio_features,4QYjSC0W6UlZ1N0mBSH9CU,spotify:track:4QYjSC0W6UlZ1N0mBSH9CU,https://api.spotify.com/v1/tracks/4QYjSC0W6UlZ1N0mBSH9CU,https://api.spotify.com/v1/audio-analysis/4QYjSC0W6UlZ1N0mBSH9CU,236456,4
0.452,0.658,5,-5.711,1,0.0304,0.0124,3.01e-06,0.143,0.544,150.014,audio_features,0waw0G9IgXwZlOy9Cr1aD3,spotify:track:0waw0G9IgXwZlOy9Cr1aD3,https://api.spotify.com/v1/tracks/0waw0G9IgXwZlOy9Cr1aD3,https://api.spotify.com/v1/audio-analysis/0waw0G9IgXwZlOy9Cr1aD3,221067,4
0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,audio_features,5RC6d30Ut7ezs9e1N1OC2U,spotify:track:5RC6d30Ut7ezs9e1N1OC2U,https://api.spotify.com/v1/tracks/5RC6d30Ut7ezs9e1N1OC2U,https://api.spotify.com/v1/audio-analysis/5RC6d30Ut7ezs9e1N1OC2U,165387,4
0.723,0.533,9,-17.939,1,0.0557,0.639,0.00037,0.23,0.68,99.079,audio_features,2YehU3jLpb9bM5V6k8HmyA,spotify:track:2YehU3jLpb9bM5V6k8HmyA,https://api.spotify.com/v1/tracks/2YehU3jLpb9bM5V6k8HmyA,https://api.spotify.com/v1/audio-analysis/2YehU3jLpb9bM5V6k8HmyA,95933,4
0.589,0.881,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.916,audio_features,5dYtybdarHj0Ej2oMLJQbt,spotify:track:5dYtybdarHj0Ej2oMLJQbt,https://api.spotify.com/v1/tracks/5dYtybdarHj0Ej2oMLJQbt,https://api.spotify.com/v1/audio-analysis/5dYtybdarHj0Ej2oMLJQbt,197253,4
0.559,0.682,0,-6.008,1,0.0428,0.167,0.0,0.38,0.125,89.896,audio_features,3SVPR8zAJx8rjUnvnU8eXG,spotify:track:3SVPR8zAJx8rjUnvnU8eXG,https://api.spotify.com/v1/tracks/3SVPR8zAJx8rjUnvnU8eXG,https://api.spotify.com/v1/audio-analysis/3SVPR8zAJx8rjUnvnU8eXG,201078,4
0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,6QHGLnsFvktD9DplZ110h0,spotify:track:6QHGLnsFvktD9DplZ110h0,https://api.spotify.com/v1/tracks/6QHGLnsFvktD9DplZ110h0,https://api.spotify.com/v1/audio-analysis/6QHGLnsFvktD9DplZ110h0,225560,4
0.641,0.775,9,-6.419,1,0.0498,0.00184,0.177,0.0948,0.854,126.174,audio_features,1tAFvq63jO3n9WaDCZPJNh,spotify:track:1tAFvq63jO3n9WaDCZPJNh,https://api.spotify.com/v1/tracks/1tAFvq63jO3n9WaDCZPJNh,https://api.spotify.com/v1/audio-analysis/1tAFvq63jO3n9WaDCZPJNh,284067,4
0.683,0.796,11,-4.179,1,0.0284,0.112,0.0,0.197,0.533,90.031,audio_features,7kuZjUpmbOYkQ2fvpCr7Jx,spotify:track:7kuZjUpmbOYkQ2fvpCr7Jx,https://api.spotify.com/v1/tracks/7kuZjUpmbOYkQ2fvpCr7Jx,https://api.spotify.com/v1/audio-analysis/7kuZjUpmbOYkQ2fvpCr7Jx,201893,4
0.728,0.822,6,-4.118,1,0.0252,0.0183,0.0,0.287,0.849,126.015,audio_features,4wDxa0lo9PfPdnDifyCE6h,spotify:track:4wDxa0lo9PfPdnDifyCE6h,https://api.spotify.com/v1/tracks/4wDxa0lo9PfPdnDifyCE6h,https://api.spotify.com/v1/audio-analysis/4wDxa0lo9PfPdnDifyCE6h,242573,4
0.449,0.86,11,-7.753,0,0.0406,1.2e-05,0.809,0.0959,0.319,158.099,audio_features,1zvV7KvBl5afNMpCoOTmWt,spotify:track:1zvV7KvBl5afNMpCoOTmWt,https://api.spotify.com/v1/tracks/1zvV7KvBl5afNMpCoOTmWt,https://api.spotify.com/v1/audio-analysis/1zvV7KvBl5afNMpCoOTmWt,203140,4
0.783,0.614,5,-5.935,0,0.29,0.0417,0.0,0.0938,0.768,65.005,audio_features,6eHTrSCKzmYNQjXtTKDpHV,spotify:track:6eHTrSCKzmYNQjXtTKDpHV,https://api.spotify.com/v1/tracks/6eHTrSCKzmYNQjXtTKDpHV,https://api.spotify.com/v1/audio-analysis/6eHTrSCKzmYNQjXtTKDpHV,216493,4
0.443,0.831,11,-5.606,1,0.0615,0.414,0.0,0.204,0.586,182.056,audio_features,3DLrJVhOUGciSSESGu1gPx,spotify:track:3DLrJVhOUGciSSESGu1gPx,https://api.spotify.com/v1/tracks/3DLrJVhOUGciSSESGu1gPx,https://api.spotify.com/v1/audio-analysis/3DLrJVhOUGciSSESGu1gPx,173960,4
0.799,0.853,2,-4.431,1,0.132,0.101,0.0,0.0797,0.385,92.548,audio_features,0Jlhs6RgGpYEUchLqpRrBS,spotify:track:0Jlhs6RgGpYEUchLqpRrBS,https://api.spotify.com/v1/tracks/0Jlhs6RgGpYEUchLqpRrBS,https://api.spotify.com/v1/audio-analysis/0Jlhs6RgGpYEUchLqpRrBS,144651,4
0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,2J3g4c0P59xJi0BigKVODG,spotify:track:2J3g4c0P59xJi0BigKVODG,https://api.spotify.com/v1/tracks/2J3g4c0P59xJi0BigKVODG,https://api.spotify.com/v1/audio-analysis/2J3g4c0P59xJi0BigKVODG,227196,4
0.596,0.76,0,-4.439,1,0.0255,0.238,0.0,0.143,0.734,84.011,audio_features,1wUmQefSRb7wWlIBamq5wK,spotify:track:1wUmQefSRb7wWlIBamq5wK,https://api.spotify.com/v1/tracks/1wUmQefSRb7wWlIBamq5wK,https://api.spotify.com/v1/audio-analysis/1wUmQefSRb7wWlIBamq5wK,209724,4
0.483,0.772,11,-5.692,1,0.0426,0.0286,3.16e-06,0.105,0.455,83.579,audio_features,1WeycLIy6QR93cDpb8Yxvu,spotify:track:1WeycLIy6QR93cDpb8Yxvu,https://api.spotify.com/v1/tracks/1WeycLIy6QR93cDpb8Yxvu,https://api.spotify.com/v1/audio-analysis/1WeycLIy6QR93cDpb8Yxvu,215573,4
0.764,0.818,0,-5.418,1,0.0306,0.0206,0.00182,0.202,0.847,114.591,audio_features,2WgIc09dzHQ1tQUz4ymBGi,spotify:track:2WgIc09dzHQ1tQUz4ymBGi,https://api.spotify.com/v1/tracks/2WgIc09dzHQ1tQUz4ymBGi,https://api.spotify.com/v1/audio-analysis/2WgIc09dzHQ1tQUz4ymBGi,242747,4
0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,1vgxOI31RozHnypbNmkzgz,spotify:track:1vgxOI31RozHnypbNmkzgz,https://api.spotify.com/v1/tracks/1vgxOI31RozHnypbNmkzgz,https://api.spotify.com/v1/audio-analysis/1vgxOI31RozHnypbNmkzgz,211413,4
0.564,0.863,7,-3.499,1,0.0381,0.00745,0.0,0.259,0.348,133.978,audio_features,2tiTY00ZiNPPzkd2W3hFx7,spotify:track:2tiTY00ZiNPPzkd2W3hFx7,https://api.spotify.com/v1/tracks/2tiTY00ZiNPPzkd2W3hFx7,https://api.spotify.com/v1/audio-analysis/2tiTY00ZiNPPzkd2W3hFx7,204333,4
0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,audio_features,2ddSnNw7FCQztFSo6RCA6z,spotify:track:2ddSnNw7FCQztFSo6RCA6z,https://api.spotify.com/v1/tracks/2ddSnNw7FCQztFSo6RCA6z,https://api.spotify.com/v1/audio-analysis/2ddSnNw7FCQztFSo6RCA6z,194920,4
0.653,0.615,2,-4.978,0,0.0327,0.0677,0.0,0.154,0.353,125.082,audio_features,7702Ob9CEKEGXnCOwgHnAO,spotify:track:7702Ob9CEKEGXnCOwgHnAO,https://api.spotify.com/v1/tracks/7702Ob9CEKEGXnCOwgHnAO,https://api.spotify.com/v1/audio-analysis/7702Ob9CEKEGXnCOwgHnAO,191804,4
0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,audio_features,1LOZaerr1fepzepuJj8F2Q,spotify:track:1LOZaerr1fepzepuJj8F2Q,https://api.spotify.com/v1/tracks/1LOZaerr1fepzepuJj8F2Q,https://api.spotify.com/v1/audio-analysis/1LOZaerr1fepzepuJj8F2Q,165387,4
0.54,0.944,5,-4.38,1,0.0724,0.0279,6.5e-05,0.325,0.451,116.032,audio_features,6DcFuhTQA2EZCQhtD2yF7Y,spotify:track:6DcFuhTQA2EZCQhtD2yF7Y,https://api.spotify.com/v1/tracks/6DcFuhTQA2EZCQhtD2yF7Y,https://api.spotify.com/v1/audio-analysis/6DcFuhTQA2EZCQhtD2yF7Y,166200,4
0.513,0.716,2,-5.749,1,0.0332,0.0452,2.39e-06,0.124,0.238,98.057,audio_features,6oJBfv2lvclsfNO8M2HaW5,spotify:track:6oJBfv2lvclsfNO8M2HaW5,https://api.spotify.com/v1/tracks/6oJBfv2lvclsfNO8M2HaW5,https://api.spotify.com/v1/audio-analysis/6oJBfv2lvclsfNO8M2HaW5,205533,4
0.274,0.567,7,-5.98,1,0.0276,0.0861,0.0461,0.398,0.29,144.713,audio_features,2H2V8zM6H5RUg8dXfIhpNf,spotify:track:2H2V8zM6H5RUg8dXfIhpNf,https://api.spotify.com/v1/tracks/2H2V8zM6H5RUg8dXfIhpNf,https://api.spotify.com/v1/audio-analysis/2H2V8zM6H5RUg8dXfIhpNf,249320,4
0.62,0.507,1,-5.891,1,0.0307,0.111,0.0,0.101,0.266,120.065,audio_features,6qDnDE6NcrK8bSWJddgNcN,spotify:track:6qDnDE6NcrK8bSWJddgNcN,https://api.spotify.com/v1/tracks/6qDnDE6NcrK8bSWJddgNcN,https://api.spotify.com/v1/audio-analysis/6qDnDE6NcrK8bSWJddgNcN,239347,4
0.368,0.417,7,-9.857,1,0.0336,0.411,0.000213,0.129,0.195,119.651,audio_features,0jp01UAy5EGPakW4rRTdzS,spotify:track:0jp01UAy5EGPakW4rRTdzS,https://api.spotify.com/v1/tracks/0jp01UAy5EGPakW4rRTdzS,https://api.spotify.com/v1/audio-analysis/0jp01UAy5EGPakW4rRTdzS,495040,4
0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,5QizxQ8BnvTSTwQntNMS8S,spotify:track:5QizxQ8BnvTSTwQntNMS8S,https://api.spotify.com/v1/tracks/5QizxQ8BnvTSTwQntNMS8S,https://api.spotify.com/v1/audio-analysis/5QizxQ8BnvTSTwQntNMS8S,227196,4
0.563,0.636,7,-7.665,1,0.027,0.195,0.13,0.864,0.373,104.027,audio_features,7dt0yYV37WRw8Gq2zg5FwZ,spotify:track:7dt0yYV37WRw8Gq2zg5FwZ,https://api.spotify.com/v1/tracks/7dt0yYV37WRw8Gq2zg5FwZ,https://api.spotify.com/v1/audio-analysis/7dt0yYV37WRw8Gq2zg5FwZ,279917,4
0.635,0.866,5,-2.695,1,0.0473,0.0697,0.0,0.0955,0.853,133.889,audio_features,0Ies1BlgUHfolZILTVDjd6,spotify:track:0Ies1BlgUHfolZILTVDjd6,https://api.spotify.com/v1/tracks/0Ies1BlgUHfolZILTVDjd6,https://api.spotify.com/v1/audio-analysis/0Ies1BlgUHfolZILTVDjd6,169760,4
0.532,0.821,1,-4.801,1,0.0301,0.00727,0.0,0.109,0.62,127.974,audio_features,6IFlMgM8RvY4wA7dyxywKA,spotify:track:6IFlMgM8RvY4wA7dyxywKA,https://api.spotify.com/v1/tracks/6IFlMgM8RvY4wA7dyxywKA,https://api.spotify.com/v1/audio-analysis/6IFlMgM8RvY4wA7dyxywKA,199467,4
0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,5QBxfQ0EU91xh3oXHqdup6,spotify:track:5QBxfQ0EU91xh3oXHqdup6,https://api.spotify.com/v1/tracks/5QBxfQ0EU91xh3oXHqdup6,https://api.spotify.com/v1/audio-analysis/5QBxfQ0EU91xh3oXHqdup6,189780,4
0.48,0.797,7,-4.528,1,0.0567,0.204,0.0,0.067,0.438,92.849,audio_features,2wJ9pb5Aj7v7yWUnLftFUt,spotify:track:2wJ9pb5Aj7v7yWUnLftFUt,https://api.spotify.com/v1/tracks/2wJ9pb5Aj7v7yWUnLftFUt,https://api.spotify.com/v1/audio-analysis/2wJ9pb5Aj7v7yWUnLftFUt,218720,4
0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,4QJnN0v3vcGxLtqMjMJZCx,spotify:track:4QJnN0v3vcGxLtqMjMJZCx,https://api.spotify.com/v1/tracks/4QJnN0v3vcGxLtqMjMJZCx,https://api.spotify.com/v1/audio-analysis/4QJnN0v3vcGxLtqMjMJZCx,227196,4
0.705,0.871,9,-6.352,1,0.0367,0.224,0.0,0.0571,0.72,123.888,audio_features,7nW2vquVZGj6dV1332Kpk9,spotify:track:7nW2vquVZGj6dV1332Kpk9,https://api.spotify.com/v1/tracks/7nW2vquVZGj6dV1332Kpk9,https://api.spotify.com/v1/audio-analysis/7nW2vquVZGj6dV1332Kpk9,219667,4
0.644,0.904,2,-4.532,1,0.0463,0.0295,0.0,0.0834,0.673,105.969,audio_features,68A2ssc8jWD0ZMgeBDqlGE,spotify:track:68A2ssc8jWD0ZMgeBDqlGE,https://api.spotify.com/v1/tracks/68A2ssc8jWD0ZMgeBDqlGE,https://api.spotify.com/v1/audio-analysis/68A2ssc8jWD0ZMgeBDqlGE,225560,4
0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,audio_features,4vlJejZrcujj0nSCqIBeWn,spotify:track:4vlJejZrcujj0nSCqIBeWn,https://api.spotify.com/v1/tracks/4vlJejZrcujj0nSCqIBeWn,https://api.spotify.com/v1/audio-analysis/4vlJejZrcujj0nSCqIBeWn,193773,4
0.608,0.501,2,-11.494,1,0.0575,0.142,0.967,0.194,0.91,180.03,audio_features,3zvBOgs5f1XccgQTj9iZNm,spotify:track:3zvBOgs5f1XccgQTj9iZNm,https://api.spotify.com/v1/tracks/3zvBOgs5f1XccgQTj9iZNm,https://api.spotify.com/v1/audio-analysis/3zvBOgs5f1XccgQTj9iZNm,109320,4
0.764,0.889,11,-4.697,0,0.141,0.0443,0.0,0.377,0.589,122.208,audio_features,6ttNMmXcEXz4G8PUs4Atpx,spotify:track:6ttNMmXcEXz4G8PUs4Atpx,https://api.spotify.com/v1/tracks/6ttNMmXcEXz4G8PUs4Atpx,https://api.spotify.com/v1/audio-analysis/6ttNMmXcEXz4G8PUs4Atpx,270200,4
0.565,0.823,8,-4.973,1,0.0328,0.232,3.89e-06,0.0715,0.522,141.972,audio_features,6dF24fdkMmtGh2m9Deevhw,spotify:track:6dF24fdkMmtGh2m9Deevhw,https://api.spotify.com/v1/tracks/6dF24fdkMmtGh2m9Deevhw,https://api.spotify.com/v1/audio-analysis/6dF24fdkMmtGh2m9Deevhw,224333,4
0.666,0.841,6,-5.062,1,0.037,0.0615,0.0,0.106,0.808,115.012,audio_features,7JWBjA5YXCEpBRDzfqvrbn,spotify:track:7JWBjA5YXCEpBRDzfqvrbn,https://api.spotify.com/v1/tracks/7JWBjA5YXCEpBRDzfqvrbn,https://api.spotify.com/v1/audio-analysis/7JWBjA5YXCEpBRDzfqvrbn,176143,4
0.624,0.357,0,-10.031,1,0.0234,0.632,9.2e-06,0.112,0.402,79.998,audio_features,5rwxsHLK1q9fPJFyyqJmP1,spotify:track:5rwxsHLK1q9fPJFyyqJmP1,https://api.spotify.com/v1/tracks/5rwxsHLK1q9fPJFyyqJmP1,https://api.spotify.com/v1/audio-analysis/5rwxsHLK1q9fPJFyyqJmP1,209920,4
0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,6jPLgA4rPJz6wabeCQoMO7,spotify:track:6jPLgA4rPJz6wabeCQoMO7,https://api.spotify.com/v1/tracks/6jPLgA4rPJz6wabeCQoMO7,https://api.spotify.com/v1/audio-analysis/6jPLgA4rPJz6wabeCQoMO7,225560,4
0.511,0.64,7,-12.799,1,0.035,0.58,0.0,0.0521,0.787,151.732,audio_features,04VGYuFhcXPOz2YCwvv3GR,spotify:track:04VGYuFhcXPOz2YCwvv3GR,https://api.spotify.com/v1/tracks/04VGYuFhcXPOz2YCwvv3GR,https://api.spotify.com/v1/audio-analysis/04VGYuFhcXPOz2YCwvv3GR,197307,4
0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,6G0K0BpIdua3KvPsHLyFNL,spotify:track:6G0K0BpIdua3KvPsHLyFNL,https://api.spotify.com/v1/tracks/6G0K0BpIdua3KvPsHLyFNL,https://api.spotify.com/v1/audio-analysis/6G0K0BpIdua3KvPsHLyFNL,211413,4
0.444,0.954,3,-2.44,1,0.0804,0.00131,0.0,0.0987,0.52,119.073,audio_features,5bsBMrJkmkC5GiuzpEyD1v,spotify:track:5bsBMrJkmkC5GiuzpEyD1v,https://api.spotify.com/v1/tracks/5bsBMrJkmkC5GiuzpEyD1v,https://api.spotify.com/v1/audio-analysis/5bsBMrJkmkC5GiuzpEyD1v,175133,4
0.562,0.692,4,-4.677,1,0.0328,0.00267,2.05e-06,0.105,0.486,128.054,audio_features,5BRENpRfBqrrdvnyE6Z8QZ,spotify:track:5BRENpRfBqrrdvnyE6Z8QZ,https://api.spotify.com/v1/tracks/5BRENpRfBqrrdvnyE6Z8QZ,https://api.spotify.com/v1/audio-analysis/5BRENpRfBqrrdvnyE6Z8QZ,204489,4
0.423,0.844,6,-2.932,1,0.0372,0.113,0.000798,0.217,0.301,147.96,audio_features,5TNdPSPGGanyHK2MBQpU1G,spotify:track:5TNdPSPGGanyHK2MBQpU1G,https://api.spotify.com/v1/tracks/5TNdPSPGGanyHK2MBQpU1G,https://api.spotify.com/v1/audio-analysis/5TNdPSPGGanyHK2MBQpU1G,255200,4
0.515,0.833,7,-4.47,1,0.0355,0.303,1.39e-06,0.169,0.512,82.06,audio_features,0s9KaW6HycnVKRLnvbqoOk,spotify:track:0s9KaW6HycnVKRLnvbqoOk,https://api.spotify.com/v1/tracks/0s9KaW6HycnVKRLnvbqoOk,https://api.spotify.com/v1/audio-analysis/0s9KaW6HycnVKRLnvbqoOk,193929,4
0.431,0.546,2,-8.026,1,0.0658,0.0703,3.39e-05,0.11,0.188,163.918,audio_features,1wEeXONcD8hdAICPNmsYc6,spotify:track:1wEeXONcD8hdAICPNmsYc6,https://api.spotify.com/v1/tracks/1wEeXONcD8hdAICPNmsYc6,https://api.spotify.com/v1/audio-analysis/1wEeXONcD8hdAICPNmsYc6,240647,4
0.86,0.672,2,-6.692,1,0.112,0.0106,0.0,0.14,0.55,162.815,audio_features,0sQ3YdR2ys0oMnMtqyYhjH,spotify:track:0sQ3YdR2ys0oMnMtqyYhjH,https://api.spotify.com/v1/tracks/0sQ3YdR2ys0oMnMtqyYhjH,https://api.spotify.com/v1/audio-analysis/0sQ3YdR2ys0oMnMtqyYhjH,286933,4
